courier_id,accept_date,region_id,task_count,avg_delivery_duration_min,avg_distance_km,delivery_hour_mode,high_load,task_count_c,hour_bin,duration_trimmed
1,2023-07-23,46,25,160.4,1.4182586564928852,9,0,0,Morning,160.4
1,2023-07-24,46,19,119.3157894736842,1.4354934551408172,15,0,-6,Afternoon,119.3157894736842
1,2023-07-25,46,24,98.20833333333333,1.4752851792843507,16,0,-1,Afternoon,98.20833333333333
1,2023-07-26,46,28,132.46428571428572,1.3808873959810815,11,1,3,Morning,132.46428571428572
1,2023-07-27,46,30,149.3,1.3804537275062676,12,1,5,Afternoon,149.3
1,2023-07-28,46,27,78.74074074074075,1.3771219160748585,11,1,2,Morning,78.74074074074075
1,2023-07-29,46,15,40.86666666666667,1.8367164093011406,17,0,-10,Afternoon,40.86666666666667
1,2023-07-30,46,32,70.15625,1.453214318436748,16,1,7,Afternoon,70.15625
1,2023-07-31,46,32,57.8125,1.3865359794445091,15,1,7,Afternoon,57.8125
1,2023-08-01,46,11,42.81818181818182,1.3942913219086615,16,0,-14,Afternoon,42.81818181818182
1,2023-08-02,46,23,92.43478260869566,1.2047073941883317,11,0,-2,Morning,92.43478260869566
1,2023-08-03,46,24,73.625,1.3159693954126386,18,0,-1,Evening,73.625
1,2023-08-04,46,34,53.55882352941177,1.6471761640448446,10,1,9,Morning,53.55882352941177
1,2023-08-05,46,29,127.55172413793103,1.7264117799972363,10,1,4,Morning,127.55172413793103
1,2023-08-06,46,32,89.96875,1.3626889791311285,10,1,7,Morning,89.96875
1,2023-08-07,46,4,45.75,1.0276098845694563,18,0,-21,Evening,45.75
1,2023-08-08,46,30,70.13333333333334,1.0838412322359459,13,1,5,Afternoon,70.13333333333334
1,2023-08-09,46,16,101.0,0.9215805757136077,16,0,-9,Afternoon,101.0
1,2023-08-10,46,40,120.525,1.0349387808634811,10,1,15,Morning,120.525
1,2023-08-11,46,47,88.19148936170212,1.7735090536360618,20,1,22,Evening,88.19148936170212
1,2023-08-12,46,32,60.90625,1.4333412050923386,15,1,7,Afternoon,60.90625
1,2023-08-13,46,48,64.39583333333333,1.9372362901776945,9,1,23,Morning,64.39583333333333
1,2023-08-14,46,38,133.97368421052633,1.3283591023253833,8,1,13,Morning,133.97368421052633
1,2023-08-15,46,35,85.85714285714286,1.323909831844734,8,1,10,Morning,85.85714285714286
1,2023-08-16,46,48,78.6875,1.2804872468249282,15,1,23,Afternoon,78.6875
1,2023-08-17,46,37,104.29729729729729,1.3191972074936396,10,1,12,Morning,104.29729729729729
1,2023-08-18,46,35,92.71428571428571,1.2700099193357666,15,1,10,Afternoon,92.71428571428571
1,2023-08-19,46,39,83.53846153846153,1.3089140147647138,8,1,14,Morning,83.53846153846153
1,2023-08-20,46,33,108.66666666666667,1.3499190987530538,16,1,8,Afternoon,108.66666666666667
1,2023-08-21,46,35,80.37142857142857,1.2061221700475049,16,1,10,Afternoon,80.37142857142857
1,2023-08-23,46,42,101.97619047619048,1.3550954257739913,15,1,17,Afternoon,101.97619047619048
1,2023-08-24,46,37,79.27027027027027,1.3722731356028177,10,1,12,Morning,79.27027027027027
1,2023-08-25,46,29,112.03448275862068,1.260882034613825,11,1,4,Morning,112.03448275862068
1,2023-08-26,46,38,70.52631578947368,1.3427715981065076,11,1,13,Morning,70.52631578947368
1,2023-08-29,46,20,95.3,1.4639863572165461,12,0,-5,Afternoon,95.3
1,2023-08-30,46,20,110.25,1.520716205299604,10,0,-5,Morning,110.25
1,2023-08-31,46,29,76.03448275862068,1.436703600392387,16,1,4,Afternoon,76.03448275862068
1,2023-09-01,46,28,82.5,1.276782445941784,16,1,3,Afternoon,82.5
1,2023-09-02,46,30,72.9,1.3247775510278756,14,1,5,Afternoon,72.9
1,2023-09-03,46,41,131.6829268292683,1.2687784045893713,16,1,16,Afternoon,131.6829268292683
1,2023-09-04,46,36,77.69444444444444,1.442920298570154,12,1,11,Afternoon,77.69444444444444
1,2023-09-05,46,40,88.5,1.2701652800941712,16,1,15,Afternoon,88.5
1,2023-09-06,46,28,100.5,1.3547809241141664,13,1,3,Afternoon,100.5
1,2023-09-07,46,32,80.90625,1.3517120145515813,7,1,7,Morning,80.90625
1,2023-09-08,46,26,102.03846153846153,1.385102387317423,14,1,1,Afternoon,102.03846153846153
1,2023-09-09,46,28,147.03571428571428,1.3755088470713772,9,1,3,Morning,147.03571428571428
1,2023-09-10,46,35,94.25714285714285,1.3601327660512166,8,1,10,Morning,94.25714285714285
1,2023-09-11,46,26,149.73076923076923,1.4044362345730153,9,1,1,Morning,149.73076923076923
1,2023-09-12,46,19,122.10526315789474,1.4163074615369924,14,0,-6,Afternoon,122.10526315789474
1,2023-09-13,46,20,82.6,1.3348379605449139,19,0,-5,Evening,82.6
1,2023-09-14,46,30,81.16666666666667,1.358505337788465,19,1,5,Evening,81.16666666666667
1,2023-09-15,46,28,91.67857142857143,1.4774317602230667,13,1,3,Afternoon,91.67857142857143
1,2023-09-16,46,29,73.79310344827586,1.4225355075511812,10,1,4,Morning,73.79310344827586
1,2023-09-17,46,23,131.2173913043478,1.429679990353247,11,0,-2,Morning,131.2173913043478
1,2023-09-18,46,25,120.96,1.4757921396730111,12,0,0,Afternoon,120.96
1,2023-09-19,46,28,123.10714285714286,1.3266432462601485,11,1,3,Morning,123.10714285714286
1,2023-09-20,46,35,77.34285714285714,1.3097967293044692,19,1,10,Evening,77.34285714285714
1,2023-09-21,46,31,95.45161290322581,1.2423416149690845,15,1,6,Afternoon,95.45161290322581
1,2023-09-22,46,28,81.96428571428571,1.2190078404676952,13,1,3,Afternoon,81.96428571428571
1,2023-09-23,46,33,92.96969696969697,1.4816055836293012,10,1,8,Morning,92.96969696969697
1,2023-09-24,46,43,76.5813953488372,1.2315783783730008,15,1,18,Afternoon,76.5813953488372
1,2023-09-25,46,47,92.65957446808511,1.3325787993306626,8,1,22,Morning,92.65957446808511
1,2023-09-27,46,10,140.0,3.3884340982153303,8,0,-15,Morning,140.0
1,2023-10-02,46,1,651.0,1.286026987691547,9,0,-24,Morning,451.02999999999884
1,2023-10-04,46,19,109.10526315789474,1.4528813506684188,15,0,-6,Afternoon,109.10526315789474
1,2023-10-05,46,30,94.6,1.4684634804344927,11,1,5,Morning,94.6
1,2023-10-06,46,21,89.52380952380952,1.4449331159235979,16,0,-4,Afternoon,89.52380952380952
1,2023-10-07,46,22,105.13636363636364,1.4193731573012551,16,0,-3,Afternoon,105.13636363636364
1,2023-10-08,46,37,83.62162162162163,1.5387980081022414,9,1,12,Morning,83.62162162162163
1,2023-10-09,46,21,100.76190476190476,1.288657984306465,18,0,-4,Evening,100.76190476190476
1,2023-10-10,46,14,144.78571428571428,1.2352725832691533,13,0,-11,Afternoon,144.78571428571428
1,2023-10-11,46,13,83.76923076923077,1.305848977365547,16,0,-12,Afternoon,83.76923076923077
1,2023-10-12,46,26,92.11538461538461,1.3221750330141948,16,1,1,Afternoon,92.11538461538461
1,2023-10-13,46,29,88.55172413793103,1.3094220000095296,17,1,4,Afternoon,88.55172413793103
1,2023-10-14,46,23,90.91304347826087,1.243883238926269,17,0,-2,Afternoon,90.91304347826087
1,2023-10-15,46,14,149.57142857142858,1.2318089753162422,16,0,-11,Afternoon,149.57142857142858
1,2023-10-16,46,23,90.26086956521739,1.2888067923162736,16,0,-2,Afternoon,90.26086956521739
1,2023-10-17,46,30,68.46666666666667,1.4155903361048485,13,1,5,Afternoon,68.46666666666667
1,2023-10-18,46,11,45.45454545454545,1.3118019350256709,9,0,-14,Morning,45.45454545454545
1,2023-10-20,46,21,64.19047619047619,1.2988676874396452,8,0,-4,Morning,64.19047619047619
1,2023-10-21,46,22,89.9090909090909,1.3938195314091901,15,0,-3,Afternoon,89.9090909090909
1,2023-10-22,46,32,69.09375,1.4492862354642753,17,1,7,Afternoon,69.09375
1,2023-10-23,46,23,67.04347826086956,1.277520995611982,10,0,-2,Morning,67.04347826086956
1,2023-10-24,46,19,85.52631578947368,1.268512445066185,8,0,-6,Morning,85.52631578947368
1,2023-10-25,46,24,111.875,1.3395097780911218,9,0,-1,Morning,111.875
1,2023-10-26,46,26,82.3076923076923,1.2621796055916101,16,1,1,Afternoon,82.3076923076923
1,2023-10-27,46,22,84.81818181818181,1.34131483016695,16,0,-3,Afternoon,84.81818181818181
12,2023-05-24,87,12,106.75,1.8678917078823074,15,0,-13,Afternoon,106.75
12,2023-05-25,87,11,119.72727272727273,1.7327738279337088,10,0,-14,Morning,119.72727272727273
12,2023-05-26,87,8,77.875,1.661568157234456,8,0,-17,Morning,77.875
12,2023-05-27,87,7,79.42857142857143,1.5224603917139998,8,0,-18,Morning,79.42857142857143
12,2023-05-28,87,7,80.0,1.5670823179595748,8,0,-18,Morning,80.0
12,2023-05-29,87,9,40.55555555555556,1.5035555979213227,14,0,-16,Afternoon,40.55555555555556
12,2023-05-30,87,9,88.88888888888889,1.6812754728479005,15,0,-16,Afternoon,88.88888888888889
12,2023-05-31,87,7,48.714285714285715,1.603448702797725,9,0,-18,Morning,48.714285714285715
12,2023-06-01,87,10,56.1,1.6008612510785674,14,0,-15,Afternoon,56.1
12,2023-06-02,87,22,58.77272727272727,1.5315913713437397,12,0,-3,Afternoon,58.77272727272727
12,2023-06-03,87,19,88.0,1.692779029991012,15,0,-6,Afternoon,88.0
12,2023-06-04,87,24,64.83333333333333,1.482166836601457,9,0,-1,Morning,64.83333333333333
12,2023-06-05,87,21,75.95238095238095,1.542001605592623,14,0,-4,Afternoon,75.95238095238095
12,2023-06-06,87,14,81.21428571428571,1.4587212536649183,17,0,-11,Afternoon,81.21428571428571
12,2023-06-07,87,19,62.78947368421053,1.5613913746964871,18,0,-6,Evening,62.78947368421053
12,2023-06-08,87,28,63.07142857142857,1.650917710956705,16,1,3,Afternoon,63.07142857142857
12,2023-06-09,87,39,90.25641025641026,1.7140226015560962,11,1,14,Morning,90.25641025641026
12,2023-06-10,87,43,76.65116279069767,1.7124271823341055,21,1,18,Evening,76.65116279069767
12,2023-06-11,87,19,65.6842105263158,1.5447269850234049,16,0,-6,Afternoon,65.6842105263158
12,2023-06-12,87,20,71.25,1.608209370532509,20,0,-5,Evening,71.25
12,2023-06-13,87,19,40.1578947368421,1.6525402164242924,18,0,-6,Evening,40.1578947368421
12,2023-06-14,87,21,71.19047619047619,1.5627556146524113,11,0,-4,Morning,71.19047619047619
12,2023-06-15,87,20,67.55,1.7443027697693965,8,0,-5,Morning,67.55
12,2023-06-16,87,34,61.470588235294116,1.7318666076190865,15,1,9,Afternoon,61.470588235294116
12,2023-06-17,87,47,62.42553191489362,1.5816934227015198,16,1,22,Afternoon,62.42553191489362
12,2023-06-18,87,36,83.63888888888889,1.6231414498340873,19,1,11,Evening,83.63888888888889
12,2023-06-19,87,29,57.793103448275865,1.8052439669195175,20,1,4,Evening,57.793103448275865
12,2023-06-20,87,37,50.729729729729726,1.6272698242696133,15,1,12,Afternoon,50.729729729729726
12,2023-06-21,87,29,65.6896551724138,1.678296435267546,17,1,4,Afternoon,65.6896551724138
12,2023-06-22,87,25,63.72,1.7513936854561276,10,0,0,Morning,63.72
12,2023-06-23,87,29,81.0,1.7095582543773735,11,1,4,Morning,81.0
12,2023-06-24,87,25,79.88,1.706703276864566,10,0,0,Morning,79.88
12,2023-06-25,87,29,106.55172413793103,1.6657477935169658,11,1,4,Morning,106.55172413793103
12,2023-06-26,87,15,60.86666666666667,1.7172485119570056,8,0,-10,Morning,60.86666666666667
12,2023-06-27,87,30,106.3,1.6950370326508846,11,1,5,Morning,106.3
12,2023-06-28,87,26,72.0,1.6187646286598096,12,1,1,Afternoon,72.0
12,2023-06-29,87,30,74.2,1.746312880506284,10,1,5,Morning,74.2
12,2023-06-30,87,21,86.33333333333333,1.6954926192801931,14,0,-4,Afternoon,86.33333333333333
12,2023-07-01,87,37,70.83783783783784,1.7197175113854533,15,1,12,Afternoon,70.83783783783784
12,2023-07-02,87,45,92.5111111111111,1.7411807841851916,8,1,20,Morning,92.5111111111111
12,2023-07-03,87,37,79.5945945945946,1.6763622805453176,14,1,12,Afternoon,79.5945945945946
12,2023-07-04,87,41,72.8048780487805,1.6136713622900167,11,1,16,Morning,72.8048780487805
12,2023-07-05,87,33,80.39393939393939,1.6623033473927482,7,1,8,Morning,80.39393939393939
12,2023-07-06,87,37,85.94594594594595,1.8502144799640625,16,1,12,Afternoon,85.94594594594595
12,2023-07-07,87,31,87.70967741935483,1.7110501978457662,8,1,6,Morning,87.70967741935483
12,2023-07-08,87,35,111.08571428571429,1.8057541787345341,15,1,10,Afternoon,111.08571428571429
12,2023-07-09,87,29,85.03448275862068,1.6572074182526213,15,1,4,Afternoon,85.03448275862068
12,2023-07-10,87,31,53.54838709677419,1.731813315003323,12,1,6,Afternoon,53.54838709677419
12,2023-07-11,87,40,86.7,1.7902520411137246,9,1,15,Morning,86.7
12,2023-07-12,87,42,79.4047619047619,1.6314412121534954,17,1,17,Afternoon,79.4047619047619
12,2023-07-13,87,37,71.0,1.6467413546030738,9,1,12,Morning,71.0
12,2023-07-14,87,34,90.20588235294117,1.7127192544323258,15,1,9,Afternoon,90.20588235294117
12,2023-07-15,87,44,106.13636363636364,1.7082817182486139,9,1,19,Morning,106.13636363636364
12,2023-07-16,87,46,85.54347826086956,1.7641625581529137,19,1,21,Evening,85.54347826086956
12,2023-07-17,87,33,97.0,1.6684082367280941,14,1,8,Afternoon,97.0
12,2023-07-18,87,33,79.12121212121212,1.7067430993266888,15,1,8,Afternoon,79.12121212121212
12,2023-07-19,87,37,86.51351351351352,1.8230700277663188,14,1,12,Afternoon,86.51351351351352
12,2023-07-20,87,30,60.1,1.6365187772616447,14,1,5,Afternoon,60.1
12,2023-07-21,87,33,70.27272727272727,1.6252764426513286,9,1,8,Morning,70.27272727272727
12,2023-07-22,87,28,78.35714285714286,1.5805141661838251,11,1,3,Morning,78.35714285714286
12,2023-07-23,87,40,79.7,1.7170218464567681,15,1,15,Afternoon,79.7
12,2023-07-24,87,39,72.76923076923077,1.6528715659286497,9,1,14,Morning,72.76923076923077
12,2023-07-25,87,39,77.17948717948718,1.8229662472059107,14,1,14,Afternoon,77.17948717948718
12,2023-07-26,87,37,77.83783783783784,1.7198344564971677,14,1,12,Afternoon,77.83783783783784
12,2023-07-27,87,32,64.78125,1.732489180916262,14,1,7,Afternoon,64.78125
12,2023-07-28,87,30,67.4,1.740887587634066,14,1,5,Afternoon,67.4
12,2023-07-29,87,46,65.08695652173913,1.7699890503345215,11,1,21,Morning,65.08695652173913
12,2023-07-30,87,32,59.8125,1.6502823157190134,14,1,7,Afternoon,59.8125
12,2023-07-31,87,47,66.02127659574468,1.6348601933203797,16,1,22,Afternoon,66.02127659574468
12,2023-08-01,87,28,67.32142857142857,1.7612899360795615,16,1,3,Afternoon,67.32142857142857
12,2023-08-02,87,29,56.51724137931034,1.6450427243814294,12,1,4,Afternoon,56.51724137931034
12,2023-08-03,87,37,63.86486486486486,1.6372364832572255,17,1,12,Afternoon,63.86486486486486
12,2023-08-04,87,33,73.27272727272727,1.630545783439886,10,1,8,Morning,73.27272727272727
12,2023-08-05,87,36,80.80555555555556,1.649975143454161,8,1,11,Morning,80.80555555555556
12,2023-08-06,87,37,76.05405405405405,1.687968616668177,12,1,12,Afternoon,76.05405405405405
12,2023-08-07,87,39,65.15384615384616,1.6794476972843073,15,1,14,Afternoon,65.15384615384616
12,2023-08-08,87,29,55.172413793103445,1.6158116837910037,10,1,4,Morning,55.172413793103445
12,2023-08-09,87,46,66.82608695652173,1.6353051214478862,15,1,21,Afternoon,66.82608695652173
12,2023-08-10,87,35,79.45714285714286,1.5926160516103331,12,1,10,Afternoon,79.45714285714286
12,2023-08-11,87,40,61.75,1.6266129534504121,12,1,15,Afternoon,61.75
12,2023-08-12,87,42,67.02380952380952,1.6430855550087975,16,1,17,Afternoon,67.02380952380952
12,2023-08-13,87,44,79.97727272727273,1.6681904276589028,16,1,19,Afternoon,79.97727272727273
12,2023-08-14,87,35,91.25714285714285,1.6253385892377576,10,1,10,Morning,91.25714285714285
12,2023-08-15,87,33,86.3030303030303,1.6386215288362693,10,1,8,Morning,86.3030303030303
12,2023-08-16,87,39,81.71794871794872,1.6187165644853398,18,1,14,Evening,81.71794871794872
12,2023-08-17,87,43,82.30232558139535,1.6303584993203581,11,1,18,Morning,82.30232558139535
12,2023-08-18,87,41,56.53658536585366,1.6066333503021752,12,1,16,Afternoon,56.53658536585366
12,2023-08-19,87,40,67.45,1.6426338177138735,9,1,15,Morning,67.45
12,2023-08-20,87,37,68.16216216216216,1.629870842717793,14,1,12,Afternoon,68.16216216216216
12,2023-08-21,87,44,62.90909090909091,1.6502783305947275,16,1,19,Afternoon,62.90909090909091
12,2023-08-22,87,38,66.57894736842105,1.6447037778436044,15,1,13,Afternoon,66.57894736842105
12,2023-08-23,87,40,88.975,1.649321092579483,14,1,15,Afternoon,88.975
12,2023-08-24,87,38,61.36842105263158,1.6300163687445057,14,1,13,Afternoon,61.36842105263158
12,2023-08-25,87,46,59.82608695652174,1.6351175054441056,14,1,21,Afternoon,59.82608695652174
12,2023-08-26,87,47,67.29787234042553,1.627387089107581,11,1,22,Morning,67.29787234042553
12,2023-08-27,87,44,67.27272727272727,1.6401613834634645,10,1,19,Morning,67.27272727272727
12,2023-08-28,87,41,60.09756097560975,1.6501833937233248,16,1,16,Afternoon,60.09756097560975
12,2023-08-29,87,40,81.75,1.622874029944762,12,1,15,Afternoon,81.75
12,2023-08-30,87,39,66.05128205128206,1.6303380979370423,15,1,14,Afternoon,66.05128205128206
12,2023-08-31,87,26,69.73076923076923,1.645542800674374,12,1,1,Afternoon,69.73076923076923
12,2023-09-01,87,45,68.28888888888889,1.6066463164174947,15,1,20,Afternoon,68.28888888888889
12,2023-09-02,87,29,51.93103448275862,1.683208291334893,9,1,4,Morning,51.93103448275862
12,2023-09-03,87,44,60.79545454545455,1.6448843284983399,15,1,19,Afternoon,60.79545454545455
12,2023-09-04,87,49,55.69387755102041,1.5903482328497516,17,1,24,Afternoon,55.69387755102041
12,2023-09-05,87,40,76.75,1.6583566874738398,9,1,15,Morning,76.75
12,2023-09-06,87,30,110.93333333333334,1.610539424339427,14,1,5,Afternoon,110.93333333333334
12,2023-09-07,87,15,49.53333333333333,1.6771212351662728,7,0,-10,Morning,49.53333333333333
12,2023-09-08,87,54,83.81481481481481,1.6459371259441644,17,1,29,Afternoon,83.81481481481481
12,2023-09-09,87,49,63.93877551020408,1.6544813411592214,14,1,24,Afternoon,63.93877551020408
12,2023-09-10,87,45,78.4888888888889,1.6103398560126354,10,1,20,Morning,78.4888888888889
12,2023-09-11,87,48,76.64583333333333,1.6077637905382225,10,1,23,Morning,76.64583333333333
12,2023-09-12,87,47,68.59574468085107,1.6127807841668869,15,1,22,Afternoon,68.59574468085107
12,2023-09-13,87,38,53.21052631578947,1.6499728683198502,12,1,13,Afternoon,53.21052631578947
12,2023-09-14,87,40,77.575,1.6346212431528957,11,1,15,Morning,77.575
12,2023-09-15,87,32,80.21875,1.5807706967059008,14,1,7,Afternoon,80.21875
12,2023-09-16,87,41,68.5609756097561,1.635173362639766,9,1,16,Morning,68.5609756097561
12,2023-09-17,87,39,77.61538461538461,1.6376243240024027,10,1,14,Morning,77.61538461538461
12,2023-09-18,87,44,55.31818181818182,1.6327881101945783,15,1,19,Afternoon,55.31818181818182
12,2023-09-19,87,33,61.09090909090909,1.6715628888495537,15,1,8,Afternoon,61.09090909090909
12,2023-09-20,87,39,60.05128205128205,1.6514545285783417,8,1,14,Morning,60.05128205128205
12,2023-09-21,87,39,70.25641025641026,1.5803920389002302,14,1,14,Afternoon,70.25641025641026
12,2023-09-22,87,41,67.34146341463415,1.604656693746907,14,1,16,Afternoon,67.34146341463415
12,2023-09-23,87,44,74.95454545454545,1.6504805442495967,11,1,19,Morning,74.95454545454545
12,2023-09-24,87,37,66.97297297297297,1.6160293113263529,12,1,12,Afternoon,66.97297297297297
12,2023-09-25,87,35,67.82857142857142,1.6612893297931277,16,1,10,Afternoon,67.82857142857142
12,2023-09-26,87,36,72.55555555555556,1.646832841451494,12,1,11,Afternoon,72.55555555555556
12,2023-09-27,87,28,56.892857142857146,1.6462543846460684,10,1,3,Morning,56.892857142857146
12,2023-09-28,87,32,63.21875,1.613184498261632,16,1,7,Afternoon,63.21875
12,2023-09-29,87,41,69.95121951219512,1.670179794476741,14,1,16,Afternoon,69.95121951219512
12,2023-09-30,87,40,73.525,1.6283758656099212,11,1,15,Morning,73.525
12,2023-10-01,87,39,83.43589743589743,1.6346011321008818,10,1,14,Morning,83.43589743589743
12,2023-10-02,87,40,64.775,1.6534724091857929,11,1,15,Morning,64.775
12,2023-10-03,87,45,67.0,1.618137175669604,16,1,20,Afternoon,67.0
12,2023-10-04,87,44,68.72727272727273,1.6312978438687973,14,1,19,Afternoon,68.72727272727273
12,2023-10-05,87,38,70.76315789473684,1.6638533096944859,12,1,13,Afternoon,70.76315789473684
12,2023-10-06,87,47,79.91489361702128,1.6270550608293675,9,1,22,Morning,79.91489361702128
12,2023-10-07,87,43,83.97674418604652,1.638492392731631,14,1,18,Afternoon,83.97674418604652
12,2023-10-08,87,46,70.69565217391305,1.6109318021203942,17,1,21,Afternoon,70.69565217391305
12,2023-10-09,87,45,75.0,289.63546965030315,17,1,20,Afternoon,75.0
12,2023-10-10,87,35,47.542857142857144,1.63114247860993,15,1,10,Afternoon,47.542857142857144
12,2023-10-11,87,27,75.88888888888889,1.6313534192603025,15,1,2,Afternoon,75.88888888888889
12,2023-10-12,87,40,84.225,1.6484993446416882,15,1,15,Afternoon,84.225
